,toxic
7099,1
5314,0
1920,0
6048,0
4246,0
7211,1
3690,1
4437,1
2075,1
6262,1
1062,1
6390,0
7796,1
2450,0
2635,1
5610,1
1201,0
4310,0
2014,0
5203,1
7344,0
1597,1
5267,0
2896,0
2858,0
5311,0
2338,0
1093,0
703,0
2393,1
396,0
4860,1
5677,0
1475,1
2490,0
5911,0
4388,0
7081,0
563,1
6762,0
6968,1
6170,0
5624,1
1630,1
2787,0
633,0
7362,1
6496,0
1287,0
3186,0
742,1
5370,0
21,0
845,0
4311,0
7588,0
6608,0
1849,1
1628,1
2884,0
536,1
4340,1
3642,0
0,1
3318,1
2083,0
2573,0
1021,0
419,1
6086,0
758,0
7254,1
5241,0
3659,1
1780,0
2052,1
6490,0
5963,0
856,0
329,0
5420,0
5675,1
2345,0
6187,0
7401,0
788,1
4380,0
5880,1
4566,0
6225,0
3596,1
715,1
7598,0
5633,1
4442,0
3983,0
3148,0
6479,1
1526,1
7131,1
7160,0
4636,1
5451,0
1006,0
1081,1
3350,1
7242,1
1936,0
2675,1
2360,0
608,1
1254,0
6131,0
4515,1
2863,1
1033,0
5659,0
2905,1
6289,1
4158,1
3109,1
2865,0
6862,0
219,1
2167,0
7062,1
4182,0
239,1
5273,0
4076,1
4981,1
315,0
6068,0
2705,0
1620,1
7523,0
7182,0
4689,0
5794,1
3513,1
3840,0
4283,0
4514,0
4289,1
1823,0
2914,0
4799,1
7527,1
4921,0
3445,1
492,0
2481,1
6856,1
7468,0
6163,0
820,0
5696,0
7183,1
4494,1
6212,0
4223,0
4916,1
977,0
1018,1
1904,0
5611,1
6876,0
4521,0
4951,0
3399,1
4152,0
6103,0
307,0
5118,0
2815,0
2772,0
7532,0
2686,0
316,0
1112,0
4670,0
1634,0
2724,0
1387,0
7310,0
792,0
5847,1
6434,0
6119,1
1593,0
3555,0
6941,0
7497,0
824,0
6722,0
7132,0
4488,0
4525,1
1498,1
6732,1
7589,0
2175,1
2735,1
6305,0
7406,1
4810,0
5031,0
5819,0
2579,0
1735,0
639,0
607,0
624,0
5541,1
3408,0
4658,0
5762,0
7525,0
3585,1
4347,0
6557,1
839,0
2496,0
7650,0
4822,1
2738,0
7128,1
646,0
5878,0
3235,1
3141,0
1949,0
41,0
6380,0
3711,0
1466,0
2156,0
1678,1
7047,0
4470,0
1847,0
7735,1
5146,0
837,0
459,0
6319,0
6697,0
626,0
3816,0
3269,0
2441,0
1430,1
486,0
382,0
7023,1
7159,0
3997,0
2648,1
1501,0
2048,1
6055,0
4486,0
1911,0
4358,0
6559,1
5427,0
6719,1
3869,1
2829,0
7146,0
6061,0
5706,1
3641,0
3311,1
5668,0
2215,0
841,0
4136,0
4939,0
5037,1
275,0
3325,1
814,1
5635,1
5897,0
5969,1
5218,1
6769,0
6975,0
2485,0
3139,0
2661,0
1690,0
4013,0
2592,0
4375,0
1710,0
2657,0
4797,0
5395,0
7640,0
4952,0
3111,0
808,0
5462,1
5816,1
5119,0
4318,0
4901,0
4383,0
2213,1
4048,1
2262,1
6572,0
3549,0
3924,0
5921,1
1985,0
2643,0
3393,1
2020,0
5316,1
1791,0
2982,1
5780,0
4025,0
6235,1
3792,0
6764,0
1973,1
6875,1
6665,1
2444,0
5418,1
1659,0
4103,0
6290,0
6082,0
5275,1
3468,0
2536,1
2979,0
1917,0
4189,0
1258,1
1408,0
7514,0
2362,0
4605,0
7148,0
1804,0
2477,0
6270,0
3602,1
544,0
3989,1
3927,1
204,0
370,0
5607,1
192,0
3098,1
1982,0
623,0
2274,0
93,1
2574,1
632,0
1169,1
6622,1
4212,1
1517,0
3873,0
7404,0
6324,1
5536,1
7165,0
4564,1
137,0
6478,1
6503,0
5523,1
2945,1
6512,0
2719,0
2883,0
1551,0
6849,0
5271,1
7595,0
323,0
3160,1
4397,0
6922,0
1794,0
738,0
2372,0
1182,0
7384,1
7437,1
3210,0
1306,0
3603,1
5567,1
2111,0
5755,0
7209,0
1621,1
3232,0
6200,1
3684,0
2368,1
650,1
2188,0
3234,1
3960,1
1610,0
6267,1
6846,0
1257,1
7824,0
690,1
1405,1
1342,0
906,0
5313,1
5840,1
5500,1
1094,0
6210,0
2106,0
858,1
3410,0
1712,1
7311,0
5881,1
3426,1
390,0
1662,0
2932,1
4796,0
6685,0
3251,0
5996,1
3625,0
4065,1
6148,0
3342,0
3547,1
1590,0
1206,1
7638,0
2585,0
5685,1
1253,0
373,0
4242,0
3267,1
1810,1
2217,0
4617,0
4258,0
2599,0
7786,0
1010,0
4539,0
4728,0
549,0
540,0
5097,0
3771,0
2113,0
496,1
1236,1
3369,0
4830,0
675,0
3706,1
2777,0
3459,0
1867,0
7331,0
2551,0
310,0
1129,0
5141,1
4889,1
6678,0
2139,0
1492,0
5720,0
4109,0
7189,1
7482,0
43,1
4306,0
1765,1
1176,0
4335,0
7324,0
5014,0
1435,1
1564,1
7031,1
5645,0
5173,0
7671,1
1988,1
5589,0
95,0
4196,1
7626,1
2866,1
4029,1
4760,1
5255,1
2343,0
503,1
7119,1
6215,0
5551,0
4462,0
4110,0
7585,0
2562,1
7627,1
3852,1
3838,0
4677,0
399,0
3467,1
3301,0
7709,0
6919,0
3460,0
2094,1
6033,1
7746,0
4909,1
2658,0
571,0
3591,0
4664,1
1764,0
3305,0
5806,0
7823,0
121,0
3407,0
2087,1
5717,1
1317,0
5366,0
7335,0
793,0
2294,0
6729,1
2357,0
5150,1
5285,1
3086,1
7030,1
4868,1
2168,1
1013,0
7641,1
2668,1
2989,0
2951,0
6792,0
5683,0
1618,1
6426,1
3380,0
3392,1
7304,0
7645,0
5122,0
3207,0
6554,0
1950,0
3630,1
3957,1
1641,0
7320,0
7464,0
1049,0
6691,1
3858,0
822,0
4460,0
5553,0
6488,0
7241,0
6850,1
6565,1
4707,1
3097,0
3723,0
5976,0
757,0
1395,1
6911,0
6443,0
2819,0
7690,0
434,1
3905,1
7540,0
7208,0
5626,0
4704,1
3734,1
6796,0
1795,0
146,0
7660,0
3847,0
6667,1
4740,0
468,0
2626,1
892,0
2594,0
3194,1
2580,0
7089,0
1512,0
6754,0
2467,0
1275,1
2424,1
6112,0
3178,0
7077,0
5124,1
3229,1
787,0
1503,1
458,0
4351,0
5760,0
504,1
1310,0
828,0
5421,0
5699,0
2109,0
2842,1
1120,1
5164,1
3515,0
6044,0
1930,0
4262,0
1054,1
3764,1
7722,0
1450,0
921,0
1056,1
355,1
6064,1
3692,0
1600,1
1664,1
2489,0
2825,1
6029,1
4367,0
1650,0
5061,0
1157,0
7601,0
4567,0
6475,1
3719,0
3198,0
255,1
2405,0
6778,0
1908,1
5351,1
769,0
2154,0
1808,0
5961,0
3055,1
5832,1
435,0
3501,1
6508,0
1092,1
7714,0
1738,0
964,1
534,1
6703,0
4121,0
166,1
554,1
3222,0
6222,0
2086,0
1702,0
3307,1
4611,0
567,1
4976,0
2629,0
712,1
7807,1
7787,1
1822,0
2977,1
2743,0
1927,0
2988,0
5870,1
3613,0
372,0
4555,1
6984,1
1980,0
1414,0
1298,1
7389,1
4106,1
2788,0
4589,1
5469,0
2298,0
6603,0
6869,0
2016,1
6226,1
3908,0
889,1
7776,0
7779,1
7367,0
4482,0
4056,0
1078,1
2452,1
7669,1
6294,0
1938,0
7515,0
4144,0
5228,1
6784,0
4595,0
5196,1
6677,0
2773,1
4748,1
6030,0
4656,0
3431,0
6120,1
7151,0
2304,0
5010,0
7194,0
2379,1
6447,0
7643,1
7135,0
1588,0
240,0
7403,0
53,1
6903,0
5727,1
3909,0
19,0
3312,0
4456,0
4344,1
4458,0
6996,1
3345,0
1830,0
2672,1
7309,0
5704,0
2284,1
2180,0
4730,0
2907,1
7042,0
909,0
5030,0
312,0
6312,0
3027,0
3694,1
6830,0
1883,0
3483,0
1853,1
6314,0
3733,0
1677,0
6970,1
4235,0
4095,0
3052,1
1211,0
5015,0
5914,0
6814,1
6074,0
7734,1
919,0
374,0
538,0
6506,0
4878,1
2584,1
7542,0
4588,0
1469,0
3617,0
6296,1
7177,0
3532,1
908,1
2366,0
6654,0
110,0
1471,1
2012,0
5602,0
7187,0
7263,0
5688,0
6935,0
7699,0
4176,0
620,1
6614,0
7028,1
5664,0
1491,0
6331,1
7424,0
7780,0
4660,1
5974,0
4609,1
7441,0
4787,0
1100,1
449,0
4584,0
2616,0
652,1
7740,0
4994,0
517,0
617,1
7325,0
6431,0
7805,0
2414,1
791,0
6238,1
6258,1
1299,0
6071,0
3841,0
7612,0
1158,0
2422,1
2227,0
5728,1
6649,0
5190,1
3685,1
7287,1
1685,1
2512,0
6597,0
1422,0
4690,1
2701,1
4323,0
476,0
4641,1
4720,1
6325,1
6391,0
2987,1
1107,1
2396,1
3298,0
7328,1
5130,0
6804,0
6452,1
4719,0
750,0
1386,1
82,0
752,1
566,1
6190,0
7663,0
1227,0
4084,0
6176,1
3660,0
1281,0
1320,0
7071,0
2255,0
6766,1
7407,1
2710,0
4578,0
5980,0
1687,1
7458,0
2624,0
5358,0
153,0
611,1
7188,0
7725,0
463,1
2767,0
5274,1
1511,0
5472,1
6354,0
2920,1
6153,0
4668,1
2966,0
5869,0
6244,1
6194,0
5846,0
5687,0
5346,0
2480,1
2839,1
1731,1
6923,0
2204,0
5174,0
6310,0
2615,1
2356,0
4072,1
5669,1
3557,0
3779,0
7100,0
2784,0
3188,0
172,0
1726,1
3880,0
3184,1
6687,1
7127,1
6906,0
6111,0
3011,0
7503,0
7599,0
5153,1
4751,0
1748,1
1273,0
2479,0
6779,0
3482,0
2917,1
5895,1
5100,0
4628,1
6781,0
6430,0
2079,0
6596,1
1252,0
4171,1
3577,0
2226,0
5034,1
5751,0
1389,1
2521,1
7579,1
5121,0
6457,1
4291,1
3150,0
2192,0
5382,0
2640,0
5277,0
2277,1
222,1
4876,0
1805,1
2078,0
4288,0
5886,0
2415,0
2363,0
3038,1
7011,1
5906,1
1624,0
6969,0
5894,0
6414,1
5993,0
7218,0
1960,0
6446,0
6493,1
681,0
1666,1
4759,0
3860,1
7687,0
208,0
4627,0
6534,0
4999,1
2252,1
5099,0
4040,0
2816,0
2059,1
1390,1
6383,0
4965,0
3131,0
861,0
7748,1
5676,0
228,1
6057,1
984,0
2955,1
5716,0
185,0
4000,0
3218,0
2621,1
846,0
890,1
4650,0
3292,0
7265,0
7415,0
782,1
4802,1
1291,0
3414,1
3846,0
6217,0
3950,1
7566,0
3633,1
4964,0
687,0
5700,1
2085,0
5517,0
3133,1
3610,0
2930,0
7438,0
3117,0
6501,0
1417,0
670,1
5548,1
1117,0
7163,0
510,0
338,1
4779,0
6141,1
2644,0
740,0
2758,0
3883,0
5946,1
4123,0
3739,0
3475,0
5417,0
2335,1
5777,0
5577,0
1004,0
7499,0
404,0
2742,0
2634,0
7302,0
679,1
4598,0
2493,0
6577,0
6486,1
3785,1
5105,0
2610,1
2300,0
7016,1
5628,1
1877,0
1193,1
6362,0
3965,0
3153,0
7676,1
823,0
4745,1
4309,0
7417,0
3271,0
1868,0
6062,0
3085,1
3285,0
6292,1
3637,0
1136,0
5209,1
1787,1
2851,0
7233,0
4756,0
2133,1
766,1
665,0
4402,0
522,0
802,0
215,1
1392,0
691,0
6956,0
3712,0
3680,0
1467,1
3093,0
815,1
5350,1
6573,0
884,0
5250,1
902,0
6407,0
6854,0
1601,0
58,0
1635,0
4305,0
825,0
5617,0
4169,1
4231,1
