,toxic
1599,0
3567,1
3255,0
5428,0
7755,1
3980,0
5686,0
3397,1
5221,0
6253,1
3539,1
3116,0
7610,0
3080,0
1682,1
6298,1
2458,0
1131,0
4577,1
885,1
3282,0
6683,0
3884,0
2289,1
2073,1
1217,0
6939,0
5758,1
3043,0
5698,0
7753,1
7192,0
1487,0
6188,1
3081,0
2690,0
2901,0
6832,1
7279,1
4471,0
1146,0
416,0
2978,0
6385,0
2642,0
6637,0
6066,0
6631,0
4263,1
431,0
6688,0
7370,0
3316,0
5352,0
3849,0
2709,1
285,0
645,1
47,0
4114,0
981,1
4463,0
366,0
2385,0
6770,0
674,0
80,0
5345,0
2311,0
2639,0
7494,0
7731,0
4190,0
3806,1
1072,0
2734,1
5154,0
2337,1
1902,0
6865,0
6946,0
5134,0
5388,0
1247,0
5102,0
3225,0
7319,0
5529,1
1931,0
1740,0
4987,1
5848,1
4124,0
3896,0
2200,0
4312,0
5393,1
5294,0
7570,1
5086,1
7562,1
1757,1
5648,1
7412,0
2715,0
5944,0
2567,1
5096,0
605,1
975,1
601,0
2806,1
5533,0
6437,1
2906,0
4938,0
4108,0
1707,0
6702,1
1341,1
6594,0
4954,0
7215,0
2080,1
4216,0
5924,1
334,0
6947,0
3519,1
5656,0
6672,0
5916,1
6114,1
2117,1
6458,0
4192,0
6349,1
6928,0
348,0
4100,0
5709,0
3850,0
4727,0
3230,0
1098,1
7253,0
7267,1
4489,1
2122,0
3777,0
6602,1
1001,0
1375,0
5965,0
6126,0
1886,0
1065,1
1243,1
2449,0
6925,1
2856,0
4272,1
5402,0
1302,0
5187,0
5343,1
1963,1
2511,1
3142,0
7006,0
101,0
2600,1
5367,0
1280,0
4023,0
2582,0
3574,0
4887,0
6484,1
4477,0
309,1
2972,0
3253,0
6831,0
4374,0
7718,0
2053,0
1016,0
5048,0
1874,1
5117,1
3993,0
785,0
4528,1
5715,1
7573,1
6518,0
345,1
1139,1
3992,0
5269,1
5473,0
5736,1
3507,0
3722,1
2576,1
7711,0
2669,0
5516,1
5937,0
4942,0
3161,1
5747,0
1994,1
6101,1
2502,1
4269,1
2852,0
2223,0
4381,0
186,1
1728,1
4236,0
525,1
4785,1
7558,1
797,1
5672,1
3512,0
1753,1
954,1
3968,1
6462,1
2249,1
5482,0
6412,0
3155,0
5765,0
5004,1
4824,0
3396,0
7695,1
3855,1
714,0
4193,1
4717,0
7677,0
5160,0
1557,0
7252,1
7272,0
7644,1
1057,0
7528,1
1313,0
483,0
5403,1
3391,1
3913,0
2708,0
4973,1
1993,0
2509,1
297,0
928,0
2430,0
3087,0
7474,0
438,1
132,0
5505,1
2890,0
3804,1
6248,1
6067,0
1768,1
5949,0
3509,0
367,1
2260,1
1289,1
7593,0
2189,0
415,0
2882,0
7531,0
343,0
6581,1
5041,1
6343,0
6657,0
3608,1
3233,0
205,1
6232,0
3964,0
7376,1
85,0
6842,1
4481,0
1733,1
3797,1
4427,1
3945,0
5521,1
3162,0
1799,1
6460,0
1563,0
2459,0
7054,1
2869,1
3021,0
1636,0
2728,1
4892,0
267,1
7607,0
4348,0
5012,0
985,1
1493,0
1050,1
1323,0
4742,1
1301,0
5223,1
7375,1
5296,1
2036,0
2950,0
4208,0
6675,1
1043,0
3420,0
2535,1
2786,1
1746,0
5401,0
5788,1
6944,1
2538,1
4495,0
3377,0
4336,1
2129,0
3385,1
2963,1
518,1
2340,1
7770,0
6927,1
1162,0
1354,1
3243,0
596,1
4706,1
819,0
4877,1
3224,0
252,0
1232,1
4116,0
3096,0
3023,0
7088,1
7010,1
4423,0
5605,1
2696,1
5425,0
4320,0
4922,1
149,1
5029,1
5896,1
7810,0
364,0
5770,0
63,0
4058,0
2286,1
2054,1
380,0
1806,1
1079,1
1626,0
2873,0
7423,1
3477,1
5344,0
7668,1
2662,0
6344,0
1679,0
2925,0
3675,0
7741,0
4741,0
668,1
6041,0
2941,0
7622,0
1723,1
6817,1
1570,1
4841,1
1398,0
5183,0
2578,1
4473,1
2652,0
876,0
3296,0
5375,0
913,0
1124,0
6917,1
2921,0
7216,0
4813,1
1173,1
2157,0
7502,1
5918,1
7818,0
3579,0
4338,0
4507,1
1783,0
1345,0
7552,1
2757,0
2811,0
6965,0
7763,0
2718,1
4396,1
6016,1
3061,1
6896,0
3782,0
2976,1
4389,0
4255,0
5811,0
1913,0
5340,0
412,0
2131,0
5198,0
7792,0
4298,0
3582,1
6234,0
2962,1
1269,1
2967,1
5745,0
3497,0
2506,1
2817,1
1587,0
685,1
5597,0
4197,0
3064,1
4445,0
497,0
7538,1
4678,0
4051,1
4334,0
3238,0
4940,0
3458,1
2354,0
6562,0
7801,0
6630,1
3972,0
5879,0
4119,0
7356,0
3219,0
5095,0
4800,0
6800,0
1245,1
6598,1
1790,1
7759,0
3036,1
3035,1
327,0
5413,0
2969,1
3831,0
3067,0
4870,1
1145,0
3158,0
1048,1
4324,1
2586,0
2888,0
325,0
5873,0
5226,1
9,0
2419,1
6661,0
5463,0
3128,1
3019,0
4593,0
4343,1
7440,1
1432,1
6081,0
6346,0
1611,0
6785,1
369,0
5782,1
2960,0
1602,0
5827,0
4541,0
6491,0
7617,0
7686,0
4342,0
1850,0
983,0
6991,0
7736,0
3566,1
442,0
2386,1
2824,0
5661,1
6588,0
2971,0
7386,1
1925,0
2201,0
6882,0
4549,1
74,1
1349,1
7149,0
1694,0
4645,0
225,0
2251,1
5107,0
2699,0
747,0
969,0
3970,0
3368,0
1536,1
1474,0
4783,0
720,0
2845,0
3126,0
360,0
1796,1
5204,0
4073,1
6400,0
4096,0
7600,0
6730,0
1382,1
2143,0
2528,1
4011,1
6990,0
7378,1
2232,1
2944,1
1633,0
4041,0
706,0
2636,0
24,0
2063,1
3994,0
4468,0
7015,1
4586,1
3807,0
7235,1
3329,0
7232,0
3843,1
1446,0
4647,1
673,1
4125,0
5609,0
3848,0
352,0
2664,0
7005,1
5496,0
6183,0
1271,0
4270,1
3268,1
388,0
696,1
5875,0
4714,0
6483,0
6315,0
7373,1
7774,0
1025,0
1955,0
660,0
3074,1
86,0
1473,0
62,0
4930,0
5995,0
4026,0
1721,0
1559,0
5893,0
1560,1
5839,1
1881,1
7137,1
514,0
6768,0
3921,0
4640,1
6752,1
6522,1
5682,0
5446,0
850,1
686,1
7236,0
956,0
1741,1
2278,1
1095,0
5711,0
6663,0
5354,1
4957,0
3310,0
5506,1
6818,1
5222,0
7803,0
4143,1
4590,0
5397,0
5559,0
4491,1
3967,0
7654,1
4932,0
6914,0
5049,1
1219,0
2929,1
302,1
1002,1
1575,0
5990,0
7275,1
7126,0
1582,0
6643,0
7829,1
3526,0
4631,1
6639,0
6988,1
4446,1
6195,0
6147,0
756,0
7076,1
3205,1
6686,0
4884,0
1329,0
417,1
2065,0
4086,0
7258,0
6910,0
102,1
5779,0
4203,1
2090,1
5917,1
5363,1
241,0
7301,1
7432,0
3894,1
5419,0
1529,1
1842,0
7513,0
7388,0
4881,0
7036,1
1040,1
7268,1
3332,0
656,1
5942,0
5907,0
4601,1
6472,1
3503,0
1250,1
5647,0
28,0
3404,1
6214,1
7664,1
3916,0
6972,0
178,0
248,1
2791,0
827,0
2457,0
389,0
3403,1
6788,1
6992,1
1429,0
1164,0
1935,1
3237,1
4154,0
5514,1
4729,0
279,0
2035,1
801,0
3007,0
2595,0
2814,0
2649,0
1383,1
5984,1
2361,1
813,0
3455,0
2598,0
3609,0
3736,1
4219,0
915,0
1576,1
1356,0
4817,0
5161,1
4587,0
6816,1
7550,1
2099,0
3435,1
7646,0
6339,1
4425,1
6321,0
5211,0
1074,0
5774,1
5928,1
6302,1
6351,0
1885,0
3447,0
3196,0
2040,1
108,0
917,1
4613,0
2534,0
7307,0
4218,0
333,1
7602,1
1851,0
3464,0
6610,0
6966,1
6524,1
3359,1
3817,0
1465,1
5188,0
4864,0
284,0
5308,0
1663,0
2927,0
5543,1
3387,0
7067,1
1613,0
6955,0
7024,1
6540,0
2161,0
249,0
5805,1
4409,0
7029,1
946,0
1242,1
5142,0
780,0
6570,0
5355,0
4227,1
1607,0
1194,1
1609,0
1391,1
7726,0
6320,1
376,0
5733,1
3917,1
3681,1
5772,0
5934,1
171,1
1153,1
6087,1
6679,1
4503,0
622,0
816,0
7391,1
5603,0
339,0
281,0
4945,0
1036,1
2571,1
508,0
3453,1
5887,1
118,1
1893,0
5018,0
2682,1
4326,1
7285,0
6237,1
7659,1
3123,0
1403,0
1771,1
5750,1
6482,0
3177,0
5831,0
1290,1
5528,0
7086,0
3001,0
4828,0
7826,0
5104,0
3707,0
7747,0
7533,0
6710,1
5948,1
5572,1
3872,0
3952,1
2775,0
4936,0
2862,0
7609,1
4461,0
60,0
5642,0
4111,0
4277,0
3046,1
113,0
1371,1
2447,1
5678,0
5461,1
7475,1
6242,1
180,1
6516,1
6360,0
1224,1
6542,0
2677,0
4387,1
6356,0
478,0
640,0
3621,0
174,0
4838,1
1514,0
3786,1
3227,0
2330,0
5280,0
6499,0
6813,0
5724,0
2211,0
520,0
3962,0
5719,0
5171,0
3078,0
6798,1
6526,0
937,0
155,0
2184,1
2707,1
2836,0
7642,0
1841,0
32,1
6601,1
3971,1
6829,0
2492,0
5666,0
3941,0
4061,1
4365,0
871,1
1459,1
1073,1
4161,1
71,1
832,1
2193,0
3929,0
6868,0
3866,1
4894,0
3330,0
4250,0
3708,1
2182,0
7567,1
402,0
7355,0
3514,1
253,1
7672,0
877,0
630,0
4088,0
2047,0
7140,0
1979,0
276,0
4094,1
2245,1
7271,0
4854,0
4129,0
57,0
6076,0
3974,1
141,1
1369,0
6743,0
1123,0
1846,0
1928,1
3885,0
2495,0
7282,1
3655,1
6689,0
1076,1
1028,1
7804,0
2247,0
2373,0
4726,0
2760,1
6963,1
1355,1
2792,0
3827,1
2400,1
465,0
5927,0
6931,1
5802,1
3442,0
7203,0
1793,0
2346,1
5377,0
2257,1
6372,0
7571,1
6934,0
7442,0
1490,0
5109,0
1203,0
6421,1
4167,1
3783,0
2325,1
6042,0
3653,0
2259,0
857,0
5859,0
1309,0
3217,0
3042,1
3004,0
4849,1
6987,0
7167,1
4134,1
3875,0
5845,0
2264,0
2140,1
1272,0
6807,0
4276,0
2998,0
5764,0
4712,1
1648,0
1445,0
3803,0
6684,0
7147,1
7462,1
1676,0
7114,1
4112,0
3561,0
5103,0
6121,0
7800,0
1545,1
5297,1
5795,0
6100,0
5317,0
3199,0
3901,0
6013,0
3551,1
3714,0
2796,0
3017,0
4913,0
1483,0
3174,0
6006,1
1191,1
2272,0
2530,0
1362,1
7559,0
3183,0
5908,0
3605,0
6886,1
4907,0
6860,0
1045,1
7289,1
5511,0
7708,0
6625,0
2208,1
2834,0
726,1
3834,0
7227,0
7003,1
3452,1
5200,1
5145,1
2028,0
4083,0
4424,1
5391,0
7505,1
6083,0
935,1
6973,0
491,1
7516,1
2265,0
5488,0
1410,1
4950,0
3163,1
3012,1
6203,1
4151,0
4591,1
246,0
1715,0
1656,0
4705,1
2229,0
5433,0
3221,1
5857,0
2805,0
1866,1
2853,1
5531,0
5820,1
4487,0
4295,0
3975,0
4297,1
702,0
2544,0
6863,1
7795,0
1404,1
7409,0
3545,1
5900,1
7511,0
7019,0
35,1
3940,1
5185,0
4625,1
7155,1
5550,0
5422,1
4451,1
2130,0
6638,0
6181,1
4264,1
610,0
3428,0
7269,0
6024,1
135,0
3104,0
385,0
4685,1
2291,0
4762,0
3683,1
4686,0
221,1
6895,1
3005,1
7108,1
293,1
5101,1
7504,1
379,1
2270,1
2751,1
7492,0
2693,0
1647,0
1701,1
96,0
5341,0
5447,0
6169,0
5301,1
2730,0
4634,1
2933,0
2961,1
7606,0
1221,0
3171,0
3556,0
6364,0
5445,0
2651,0
7815,1
754,0
5903,1
5108,0
2948,0
3820,0
7382,0
7113,0
6304,1
3469,1
7572,0
6078,0
2248,0
6739,0
68,0
5654,0
4562,0
3100,1
3796,0
27,0
4524,0
1566,0
3424,1
5497,0
4075,0
4526,1
5392,0
5495,1
817,0
669,0
6653,0
1030,1
1332,0
1318,0
262,1
7351,1
1346,1
5492,1
2428,0
4386,0
5864,1
3752,1
2812,0
5387,0
918,0
2166,0
1486,1
7802,1
3352,0
7399,0
2577,0
5059,0
4962,0
1418,1
7229,1
1729,1
4820,1
4711,1
6257,1
1137,0
5586,1
2389,0
2021,0
4688,1
6714,1
4243,0
1513,0
2198,0
2910,1
6632,0
2654,0
7184,1
3422,0
3996,0
4608,1
6724,0
4715,0
5743,0
6815,0
6052,1
7014,0
6381,0
4188,1
5564,1
6789,0
594,0
3010,0
7419,0
4623,0
4989,0
4821,1
5962,0
1373,1
5371,0
5988,0
4620,0
4238,1
5093,0
305,1
542,0
3611,0
410,0
7239,1
7245,0
1251,0
5043,0
7634,1
4840,1
4370,0
3239,1
3981,1
3326,0
7719,0
5843,0
4669,1
5738,0
7691,1
1964,0
1293,0
5206,0
2513,0
717,1
595,1
6268,0
1696,1
1839,0
6673,0
1848,0
5643,0
3699,1
1525,0
1288,0
1705,0
6546,0
7217,0
203,0
3606,0
2153,0
5254,0
6843,0
7484,1
6090,1
6864,1
6208,0
4542,1
4771,0
2765,1
3195,1
1811,0
6701,0
4500,1
5132,0
5665,0
4937,1
1163,0
4509,0
7346,0
1739,1
6266,0
4290,0
743,0
195,1
4752,1
6281,0
79,0
91,0
2359,1
7340,0
2160,1
4560,0
6128,1
3050,0
3717,0
7297,1
2237,0
1394,0
4845,0
4761,1
3313,1
4046,1
5771,1
974,1
7569,0
3154,0
6619,1
2991,1
4214,0
6750,0
1798,0
1331,1
4812,1
7535,0
4346,1
3147,0
1148,0
3249,1
6840,0
3911,0
1407,1
1388,1
340,0
7798,1
1792,0
2505,0
122,0
2999,0
66,0
1125,0
5891,1
6278,1
6014,0
2266,1
4426,1
1178,1
7445,1
6075,1
3119,0
3536,1
5951,0
2394,0
5592,0
2912,1
3032,1
1240,0
4960,0
1053,1
413,1
5655,1
3334,0
5283,0
1558,1
5276,0
2902,0
7749,1
6043,1
3260,1
2684,0
1413,0
6036,1
4453,0
4118,0
4596,0
306,0
7752,0
5947,0
3573,0
3088,1
3283,0
7781,1
941,1
2001,0
5753,0
6584,0
4207,0
500,1
5829,0
1876,1
78,1
615,0
5089,1
314,1
1615,0
3014,0
2476,0
2588,1
2395,0
799,0
662,0
6502,1
447,1
3006,0
3440,0
4986,0
5525,0
5998,0
1167,0
1777,0
6106,0
1965,0
7173,0
1758,1
1448,1
4746,1
213,1
2374,1
6034,1
7291,1
2995,0
6085,1
4839,1
3060,1
3302,1
3192,1
289,0
6125,0
4757,0
7293,1
3580,1
2369,0
4450,0
7433,1
2547,0
5039,0
7414,0
375,0
6616,0
87,0
5143,0
7678,1
5478,1
1197,0
3479,1
165,0
4378,0
6316,1
6585,1
4417,0
55,0
7394,1
1225,0
4774,0
2983,0
2541,1
3853,1
821,0
4293,0
455,0
5192,1
795,1
5068,0
488,0
5631,0
2429,1
2854,0
7732,0
811,1
251,0
4067,0
3167,0
1084,0
616,0
1500,0
4097,0
1668,0
812,1
5884,0
2517,0
7688,0
3376,1
1372,1
4516,1
3936,1
4042,1
1914,0
7583,0
5987,0
3202,1
6378,0
123,0
7305,0
5713,0
5284,1
5573,0
887,0
7152,0
7284,0
1213,1
1114,1
5325,0
4391,0
7574,0
4285,0
2900,0
6833,0
3348,0
2132,0
7101,1
6265,1
1428,0
5112,1
4317,1
3390,0
3472,0
2968,1
4435,1
6937,0
7764,0
6369,0
3172,0
5641,1
1716,0
5826,0
6586,0
3781,0
4512,0
4267,0
1134,1
7222,1
7729,0
1496,1
2973,0
3451,0
4014,1
2694,0
392,0
1,0
3586,1
5236,1
6541,1
1674,0
7828,1
25,0
3138,0
7393,1
649,0
1190,1
1722,1
3531,0
3506,0
7065,1
3767,0
7281,1
5580,0
5632,0
586,1
961,1
4032,0
6725,0
4002,0
7075,0
4975,0
3984,1
4464,0
4552,0
3275,0
4454,0
5079,1
3261,1
3753,0
6889,0
1046,1
1104,0
5689,1
1819,0
5178,0
2691,0
844,0
1360,0
363,1
1031,0
2470,1
2102,1
2383,0
6556,0
2067,0
4782,1
1539,1
4925,0
1683,0
4612,1
5409,0
6575,0
2903,0
7224,0
4278,1
6753,0
707,0
636,0
7630,0
1552,0
2855,0
6727,0
1531,1
2110,0
6328,0
4571,0
5913,0
4826,0
6514,1
2302,0
3505,0
6152,1
3877,1
2024,0
3314,1
3626,0
4247,1
4126,0
7429,1
1199,1
5731,1
4536,1
5909,0
7478,1
708,0
4971,1
4624,0
5582,0
7158,0
6713,0
441,1
7168,0
6271,1
6699,0
446,1
6129,0
506,0
2301,0
695,0
4513,0
4538,1
6624,0
6229,0
6201,0
4568,0
4165,0
591,0
6413,0
4610,1
131,1
4912,0
2697,0
5871,1
1096,0
4863,0
4064,1
7822,0
6773,1
7408,1
5991,0
2006,0
4540,1
36,0
5673,1
2307,0
4300,0
6432,0
2030,1
335,1
1567,0
7604,0
7059,1
7330,1
507,0
2931,0
2575,0
2401,1
107,0
1170,1
7760,1
3674,0
383,1
353,1
3383,0
5487,0
489,0
993,1
4920,0
1042,1
3024,0
3687,0
7321,1
2124,0
6459,1
3321,0
266,1
6841,1
5256,1
4708,1
2747,0
716,0
531,1
4319,1
2889,0
6189,0
3328,1
5475,0
2033,0
6682,0
4181,0
904,1
5073,1
1319,0
437,1
1815,0
3821,0
2879,1
5815,0
2526,0
6949,1
1972,1
1572,1
5179,0
6485,0
3069,0
697,0
1472,1
1069,0
6004,1
2771,0
4122,0
604,1
45,0
4961,1
7040,0
6760,0
4614,1
3491,0
2841,1
1230,1
3294,1
433,1
4882,1
5868,0
6477,0
1922,0
6747,1
6438,1
562,0
7102,0
6410,0
7181,0
1328,1
6337,0
2451,0
5540,0
2196,0
4789,1
5658,0
2365,0
6759,0
3309,0
5318,1
190,1
1845,0
6444,0
6415,0
1366,0
5959,0
3320,0
4585,1
5954,0
4329,0
4474,0
5035,1
2254,0
3118,0
7472,0
163,1
2880,0
2990,1
1477,0
7185,0
1736,1
6997,0
4159,0
7554,1
7178,0
7405,1
1424,1
4241,0
457,0
6395,0
5791,1
4328,0
4469,0
7696,0
3522,0
6425,1
4843,0
4825,0
2060,0
5519,1
7363,0
4832,0
2000,0
387,1
354,1
701,0
243,1
1155,1
3768,1
2308,1
1554,1
3923,0
3182,0
7605,0
7153,0
6758,1
710,1
2741,0
1542,1
6442,1
3193,1
4869,0
6453,0
5085,0
5390,0
5027,1
5932,0
5315,0
6323,1
7225,0
5936,0
7751,1
688,1
7797,1
7035,0
5002,1
5268,1
2874,0
7157,1
3700,0
914,1
7339,0
7459,0
772,1
1249,0
6930,1
7808,0
5621,1
2239,0
1924,1
3728,1
2749,0
1175,0
6900,1
4648,0
84,0
7555,0
7248,0
4304,0
5862,1
474,0
6877,0
52,0
5509,1
3110,1
581,1
